,State,Year,Prod. Renewable (Bil. Btu),Pop. (1000s),Energy Pr. ($/mil. btu),Difference
3100,Wyoming,2020,41205.6,598.4,16.8,-520501.3
3101,Wyoming,2021,41972.2,602.6,17.1,-525483.9
3102,Wyoming,2022,42738.8,606.8,17.4,-530466.5
3103,Wyoming,2023,43505.4,611.1,17.7,-535449.1
3104,Wyoming,2024,44272.0,615.3,18.1,-540431.7
3105,Wyoming,2025,45038.6,619.5,18.4,-545414.3
3106,Wyoming,2026,45805.2,623.8,18.7,-550396.9
3107,Wyoming,2027,46571.8,628.0,19.0,-555379.5
3108,Wyoming,2028,47338.4,632.2,19.4,-560362.1
3109,Wyoming,2029,48105.0,636.5,19.7,-565344.7
3110,Wyoming,2030,48871.6,640.7,20.0,-570327.3
